Type,Word,wiki_cat,dot_obj,RP Class,Sentence,Annotator1,Annotator2,is_consistent
WORK_OF_ART,蘋果日報,mass media,organization*information*physical*human,physical,為什麼高中生早上要看<蘋果日報>配偉恩咖啡,physical,physical,True
GPE,泰國,human-geographic territorial entity,location*organization,organization,總之<泰國>官方的態度是這個鍋他們不背。,organization,organization,True
ORG,國軍,military unit,organization*human,organization,反正這波五毛和側翼就操作輿論來攻擊<國軍>就是爛，,organization,organization,True
PRODUCT,勞斯萊斯,business,producer*product*location,product,古車商認為<勞斯萊斯>維修恐要近百萬元。,product,product,True
ORG,台鐵,business,producer*product*location,producer,台鐵新聞室自己經營的台鐵臉書粉專「TRA台鐵官方粉絲團」、「fun<台鐵>」，以及輿情聲,producer,producer,True
PRODUCT,勞斯萊斯,business,producer*product*location,product,<勞斯萊斯>新車絕對不會在路上亂跑,product,product,True
ORG,台積,business,producer*product*location,producer,看蠻多人說薪水都沒漲房價一直漲，可以去面試<台積>看看啊，進,producer,producer,True
ORG,師大,university,organization*location*human,organization,<師大>竟然要被拿來和台科這種技職學校相提並論了嗎......,organization,organization,True
ORG,哈佛大學,university,organization*location*human,organization,林書豪在舊金山灣區長大，高中時獲得北加州年度最佳球員榮耀。畢業於<哈佛大學>，是第,organization,organization,True
ORG,麥當勞,business,producer*product*location,human,難道現在<麥當勞>都沒有幹你娘塞爆的員工？,human,producer,False
ORG,哈佛,university,organization*location*human,X,不能改成哈佛，之前的小哈佛美語補習班聽說就是因為<哈佛>校,?,organization,False
GPE,南韓,human-geographic territorial entity,location*organization,organization,康京和表示，近期部分國家要求已出發的<南韓>航班返航，,organization,organization,True
ORG,小米,business,producer*product*location,dot,禁止華為<小米>淘寶微博支付寶進入美國，就問你怕不怕,dot,producer,False
ORG,美國在台協會,organization,organization*location*human,organization,美國在台協會發出聲明表示，<美國在台協會>對前總統李登輝的辭世表示最深切的哀悼，李,organization,organization,True
ORG,三星,business,producer*product*location,producer,台積電跟<三星>是全世界最大的半導體供應商,producer,producer,True
PRODUCT,TikTok,business,producer*product*location,producer,分析人士指出，這意味著字節跳動若不在45天內將TikTok出售給微軟，<TikTok>就將和微信一同被封禁。川普的這道行政令，將帶給字節跳動帶來更大的談判壓力。,product,producer,False
GPE,臺北市,human-geographic territorial entity,location*organization,location,我們在<臺北市>就要做到同樣的標準,location,location,True
ORG,微軟,business,producer*product*location,X,我實在搞不懂個人授權從來不是<微軟>主要,?,X,False
ORG,塔利班,religious organization,organization*human,human,4.完整新聞內文:一名阿富汗少女據稱擊斃兩名槍殺她父母的<塔利班>分子，她舉著AK-47步槍的照片在網路廣為流傳後，為雙親尋仇的行徑獲盛讚為英雄，今天還放話準備好迎戰想攻擊她的叛亂分子。,human,human,True
ORG,清大,university,organization*location*human,organization,然後上網想先黑人帶風向還直接公布對方個資勒這樣目的是啥大家都知道啦！手法跟前幾年<清大>那個女生差不多。,organization,organization,True
ORG,成大,university,organization*location*human,organization,數理班導師葉建志也是<成大>校友，國二時就曾帶班上同學至成大魔法學校參訪，在當時就,organization,organization,True
ORG,蘋果,business,producer*product*location,producer,不過Tim哥也直言今年<蘋果>不會再推出更大尺寸的iPhone SE Plus 。,producer,producer,True
GPE,花蓮,human-geographic territorial entity,location*organization,X,<花蓮>后會有人專門在網路上輿情蒐集,X,X,True
GPE,荷蘭,human-geographic territorial entity,location*organization,organization,<荷蘭>也不是不想打，可惜當時揆一跟荷蘭巴達維亞總督,organization,organization,True
ORG,慈濟,organization,organization*location*human,organization,感覺你更引戰了w 我就想知道<慈濟>在花蓮的一堆地是怎麼,organization,organization,True
ORG,中原大學,university,organization*location*human,organization,，避免有心人士利用此事件混淆視聽、顛倒是非，<中原大學>特將本事件之始末公諸於世。,organization,organization,True
ORG,護家盟,organization,organization*location*human,organization,都有選票考量，但號稱挺同的人裡面就只有柯跟<護家盟>關係特,organization,organization,True
ORG,中華郵政,business,producer*product*location,producer,考驗<中華郵政>這種蠢話就蘇光頭講的出來，明知預期會有,producer,producer,True
GPE,英國,human-geographic territorial entity,location*organization,location,二十世紀初，首次確認了維生素C的存在，其在生物學上的功能-抵禦感染時所扮演的角色受到許多動物實驗的支持。經本文搜尋了人類試驗研究，找到了三篇探討維生素C是否可以預防社區型肺炎的預防性試驗，合計共有2335名受試者，其中兩篇預防性試驗的研究對象為入伍新兵，第三篇則是西元1940年就讀於<英國>某住宿學校的男童；有兩篇探討維生素C是否對肺炎患者有益的治療性試驗，合計共納入197名社區肺炎個案，其中一篇試驗之研究對象為患有肺炎的英國老人（年齡介於66~94歲），另一篇研究則是在前蘇聯進行，對受試者的社會背景和營養狀況並未說明；有一篇探,location,location,True
GPE,義大利,human-geographic territorial entity,location*organization,location,去年康納就帶過他去<義大利>一次了,location,location,True
PRODUCT,星巴克,business,producer*product*location,product,不過很好奇 每天上班前買一杯<星巴克>算財富自由嗎？,product,product,True
WORK_OF_ART,金鐘獎,award,physical*event*human,event,黃渤演危險心靈明明有得過<金鐘獎>最佳男主角哪沒代表作,event,physical,False
ORG,中華電信,business,producer*product*location,human,政大研究所畢業後去中華電信當員工 老公也是<中華電信>,human,?,False
GPE,臺灣,human-geographic territorial entity,location*organization,dot,羅智強分析，中國大陸近期在<臺灣>周邊軍事動作頻頻，對臺灣來說是「反訊息」，在民進,dot,location,False
WORK_OF_ART,聯合報,mass media,organization*information*physical*human,organization,看其他新聞才發現<聯合報>根本帶風向欸,organization,organization,True
ORG,長榮,business,producer*product*location,producer,華航<長榮>我們的地勤可以控制好嗎？,producer,producer,True
GPE,南韓,human-geographic territorial entity,location*organization,organization,除此之外，<南韓>也將積極投入研製軍用偵察衛星與無人偵察機，加上自製太空火箭，進,organization,organization,True
ORG,高鐵,business,producer*product*location,product,，<高鐵>約2個半小時，算一算應該是當下收到消息就回台,product,product,True
ORG,華爾街日報,mass media,organization*information*physical*human,organization,美國國務院向《<華爾街日報>》透露，關閉外館與盡可能撤離美國人的決定，是為了避免美,organization,organization,True
GPE,瑞士,human-geographic territorial entity,location*organization,location,而且男女主角早在<瑞士>就碰過面了,location,location,True
GPE,泰國,human-geographic territorial entity,location*organization,organization,把中國算進去之後<泰國>就是中國的形了,organization,?,False
GPE,緬甸,human-geographic territorial entity,location*organization,location,稍微查一下才知道是緬甸的自治區，在中國與<緬甸>邊境，裡面八成講中文。,location,location,True
GPE,緬甸,human-geographic territorial entity,location*organization,organization,4.完整新聞內文: 南台灣最大尾毒梟林孝道及<緬甸>毒梟下手、退役飛官鍾國偉被逮，,organization,location,False
ORG,陸軍,military unit,organization*human,organization,而且怎樣算贏呢?...海空贏然後登陸後被<陸軍>打爆算贏還輸?,organization,organization,True
ORG,台積電,business,producer*product*location,X,打開你對帳單裡的<台積電>秀給他們看,?,?,True
ORG,中國共產黨,political party,organization*human,organization,今日<中國共產黨>集人類歷史惡中之惡.,organization,organization,True
WORK_OF_ART,諾貝爾獎,award,physical*event*human,physical,發明積分制能當保姆的人應該得<諾貝爾獎>,physical,physical,True
PRODUCT,星巴克,business,producer*product*location,producer,這樣覺青會抵制<星巴克>沒有台灣價值嗎還是怒買下架以示不滿呢？,producer,producer,True
WORK_OF_ART,蘋果日報,mass media,organization*information*physical*human,organization,以上，其實壹週刊，<蘋果日報>這幾年這十幾年來根本就沒有在在乎你是甚麼黨，是不,organization,organization,True
GPE,紐西蘭,human-geographic territorial entity,location*organization,organization,<紐西蘭>前鋒報今天報導提到，紐西蘭教育部已針對全國學校展開調查，以便了解學校以網,organization,organization,True
ORG,哈佛,university,organization*location*human,organization,又不是所有的<哈佛>教授都有實務經驗,organization,organization,True
ORG,中國國民黨,political party,organization*human,organization,<中國國民黨>現在已經淒慘到變成中國國台辦底下的一個小組織,organization,organization,True
ORG,蘋果,business,producer*product*location,producer,研究報告指出，包括<蘋果>等手機品牌將逐漸吞食華為的手機市場份額，最慘狀況就是華為,producer,producer,True
ORG,台科大,university,organization*location*human,organization,台灣是不是只剩下<台科大>可以讀了啊?,organization,organization,True
GPE,紐約,human-geographic territorial entity,location*organization,organization,經濟中心東岸<紐約>、政治中心西岸華盛頓皆淪為重災區,organization,location,False
GPE,桃園,human-geographic territorial entity,location*organization,organization,蟑螂這麼喜歡封城趕快叫台南民主聖地或是<桃園>鄭文燦封,organization,location,False
ORG,美國在台協會,organization,organization*location*human,organization,由<美國在台協會>和台灣政府部門成立的人才循環大聯盟計畫，今天舉辦白皮書公開發表會,organization,organization,True
GPE,桃園市,human-geographic territorial entity,location*organization,organization,加上一句「力挺韓國瑜」瞬間引爆網友怒火，國民黨<桃園市>議員詹江村也號召群眾到王浩,organization,organization,True
GPE,泰國,human-geographic territorial entity,location*organization,organization,<泰國>方有在連絡希望他能做第二次採檢來確認情況，但機會不大。(QA時改為初步同意),organization,organization,True
GPE,美國,human-geographic territorial entity,location*organization,organization,你是想說<美國>沒腦袋同樣的資料就是沒接受到警示嗎,organization,organization,True
WORK_OF_ART,金鐘獎,award,physical*event*human,event,我們與惡的距離也拿下<金鐘獎>多個獎項,event,physical,False
ORG,成大,university,organization*location*human,location,我需要交待説我早上八點不到就到<成大>週邊，剛好還沒什麼車，所以可以停比較近，並不是我懶得走，所以亂插停車位才導致牽不出來！發文是不是始末要交待清楚，才不會被亂假設。,location,location,True
ORG,美國之音,mass media,organization*information*physical*human,organization,昨天意大利的新冠肺炎感染病例上升到了133例，其中大多數集中在米蘭所在的倫巴第大區（Lombardy）的一些鄉村小鎮。<美國之音>報導，這些城鎮實際上已經是被封城的狀態了。米蘭市長薩拉（Giuseppe Sala）昨天宣布，從星期一（24日）開始，米蘭的所有學校關閉。,organization,organization,True
ORG,華盛頓郵報,mass media,organization*information*physical*human,information,報官蕭漢姆在「<華盛頓郵報>」受訪時說，「武漢一直是中國生化武器研究重鎮」。,information,organization,False
ORG,海軍,military unit,organization*human,organization,張哲平表示，敦睦艦隊是<海軍>年度重要演訓，將學生在學校學習的理論及實務結合，,organization,organization,True
ORG,AIT,organization,organization*location*human,organization,據了解，<AIT>的邀宴其實是因為有美方高官私密訪台，因此才把握時機安排藍綠立委,organization,organization,True
ORG,師大,university,organization*location*human,human,就<師大>有讀書啊你看看別校那精美的分數...,human,human,True
WORK_OF_ART,聖經,work of art,information*physical,information,這麼講吧，在基督宗教一個人你想利用<聖經>來騙財騙色，那還真得有相當本事，你要能熟,information,information,True
PRODUCT,Google,business,producer*product*location,producer,其實是丟到<Google>翻譯後改幾個字就交差；或是初學者程度的小提琴手自稱名師開班收學,producer,producer,True
PRODUCT,TikTok,business,producer*product*location,product,更時髦知名的<TikTok>是為在中國與世隔絕的審查制度之外的狂野世界而設計的；它僅存在,product,product,True
WORK_OF_ART,諾貝爾和平獎,award,physical*event*human,physical,光這點中國政府就值得拿一座<諾貝爾和平獎>,physical,physical,True
ORG,長榮,business,producer*product*location,product,唯一沒退的只有飛溫哥華的<長榮>機票我覺得有機會它自己取消不要一張賠六千。,product,product,True
WORK_OF_ART,壹週刊,mass media,organization*information*physical*human,organization,<壹週刊>還是比較強，出刊前都會像當事人查證避免出包,organization,organization,True
ORG,北捷,business,producer*product*location,producer,我猜<北捷>現金回饋來源是交通補助款吧,producer,producer,True
ORG,師大,university,organization*location*human,organization,學生「檢肅匪諜」、「懲治叛亂」，但<師大>校方仍將劉真視為師院教育事業的奠基者，因,organization,organization,True
GPE,法國,human-geographic territorial entity,location*organization,organization,2008中國在武漢設生化實驗室和<法國>合作但當時中法斷交不友好而延宕多時,organization,organization,True
GPE,東京,human-geographic territorial entity,location*organization,location,居住地<東京>都跟台灣居住地北部這種公,location,location,True
GPE,桃園,human-geographic territorial entity,location*organization,organization,林部長說，<桃園>透過三心六線軌道建設均衡城鄉發展，以及三橫三縱公路建設等，不包含,organization,organization,True
ORG,納粹,political party,organization*human,organization,"一個具體的行為，舉例來說為<納粹>辯護的人會主張納粹有殺人，但並非進行""大屠殺""",human,organization,False
ORG,中研院,educational institution,organization*location*human,dot,但<中研院>這例好像並沒有公布傳染源,organization,location,False
ORG,AIT,organization,organization*location*human,organization,但是!<AIT>卻在這40年執政間從未被有任何職員被起訴貪汙!,organization,organization,True
ORG,政大,university,organization*location*human,organization,昨天有網友在<政大>學生交流版發文表示：「政大武術好手再傳捷報！！保險法巨擘親身力,organization,organization,True
PRODUCT,TikTok,business,producer*product*location,product,目前尚不清楚在美國擁有約1億活躍用戶的TikTok會發生什麼。微軟或甲骨文都不被看好是最適合TikTok的買家，因為<TikTok>的觀眾以年輕人為主，他們喜歡分享短視頻。,product,product,True
GPE,瑞典,human-geographic territorial entity,location*organization,organization,據報告，世界新聞自由排名第一的國家為挪威，芬蘭、丹麥、<瑞典>和荷蘭則依序包辦2至5,organization,organization,True
ORG,成大,university,organization*location*human,location,目前只有在<成大>附近的饅頭包子店跟全聯買,location,location,True
WORK_OF_ART,諾貝爾獎,award,physical*event*human,physical,我覺得把無薪假叫減班休息才能拿<諾貝爾獎>,physical,physical,True
ORG,德軍,military unit,organization*human,organization,年出生人口跌破30萬，男女全抓來當兵也不夠勢必逼<德軍>重,organization,organization,True
GPE,瑞典,human-geographic territorial entity,location*organization,organization,<瑞典>豬肉丸子還不是一堆人吃得很開心,organization,organization,True
WORK_OF_ART,自由時報,mass media,organization*information*physical*human,physical,他講的內容都是來自<自由時報>的訪談內容,physical,information,False
ORG,微軟,business,producer*product*location,producer,此前已與字節跳動接觸斡旋的微軟於上周加緊腳步，洽談接手TikTok在北美、紐西蘭和澳洲的經營權，成為最有望拿下交易的美國公司。雙方預計在接下來3周內完成細節談判，若協議順利，<微軟>必須履行先前對美國政府的承諾，在一年內將TikTok的工程和後端代碼全數移至美國，這些原先大多數都儲存在字節跳動的中國總部。另外，也會給予包括財政部在內的政府一筆分紅。,producer,producer,True
GPE,德國,human-geographic territorial entity,location*organization,organization,，英國、義大利、<德國>、印度甚至中共大撒幣的非洲國家埃及、奈及利亞等國也向中共提,organization,organization,True
ORG,清大,university,organization*location*human,organization,曾與物理哥於<清大>之巔貓格拉底論戰數學難題,organization,organization,True
WORK_OF_ART,聖經,work of art,information*physical,information,面獨尊基督，一方面強迫別人接受<聖經>色彩的元素。要,information,information,True
ORG,華盛頓郵報,mass media,organization*information*physical*human,information,在「<華盛頓郵報>」（The Washington Post）撰文分享捷克過去與中國往來的經驗。,information,organization,False
WORK_OF_ART,諾貝爾獎,award,physical*event*human,physical,不然 台灣應該是全世界<諾貝爾獎>得主最多的人,physical,physical,True
ORG,紐約時報,mass media,organization*information*physical*human,organization,《<紐約時報>》中文網報導說，蔡英文成功連任，台灣選民用選票對中共威權主義進行了嚴,organization,organization,True
ORG,三星,business,producer*product*location,producer,好奇<三星>的這種作法怎麼顧慮到安全性,producer,producer,True
ORG,清大,university,organization*location*human,organization,後權力只會落入少數只有小學學歷，看不懂中文字，假裝<清大>畢業，只會階級鬥爭的低能身,organization,organization,True
ORG,護家盟,organization,organization*location*human,human,不去跟<護家盟>解釋同婚是柯文哲功勞嗎?,human,organization,False
ORG,日軍,military unit,organization*human,human,裝備爛到接收台灣時還被以為是乞丐，跟駐台<日軍>比還以為日本是戰勝國,human,human,True
WORK_OF_ART,金曲獎,award,physical*event*human,event,"近年看<金曲獎>時發現認識的歌手越來越少,",event,event,True
GPE,台北市,human-geographic territorial entity,location*organization,organization,新黨<台北市>議員潘懷宗：「誠摯的期望是當大陸疫情能夠控制好了以後，行有餘力，希望,organization,organization,True
GPE,泰國,human-geographic territorial entity,location*organization,location,南韓今天一個沒去過中國只是去過<泰國>的確,location,location,True
ORG,穆斯林,religious identity,organization*human,organization,我朋友戴了口罩後再戴<穆斯林>面紗,organization,organization,True
ORG,華盛頓郵報,mass media,organization*information*physical*human,organization,「<華盛頓郵報>」報導，義國在北部大片區域實施對民眾造成大量不便、卻又是防阻疫情失,organization,organization,True
ORG,慈濟,hospital,organization*location*human,organization,各家醫院的採集幹細胞應該都是以處理親屬朋友間捐贈為主，而我們很多病人沒有家人親屬朋友配對成功的話就要靠<慈濟>的資料庫來做配對，畢竟慈濟目前就是台灣最大的骨髓資料庫。所以如果是資料庫配對成功的話，就得靠慈濟去找願意捐贈的人採集幹細胞並且處理，之後各醫院再派人去拿回原醫院去來進行後續移植事宜。,organization,organization,True
PRODUCT,蘋果,business,producer*product*location,product,<蘋果>還是比較實用啦搞不好還能救你一命，daytona也做不,product,product,True
GPE,義大利,human-geographic territorial entity,location*organization,organization,<義大利>的醫護設施不足及政府人民對此次瘟疫的輕忽讓義大利人民承受經歷戰爭般的損失與痛苦.,organization,organization,True
ORG,三星,business,producer*product*location,producer,閹割，這次蘋果公司算順應民意，對於包含<三星>、華碩等也推健康監測功能手錶廠商，也,producer,producer,True
WORK_OF_ART,壹週刊,mass media,organization*information*physical*human,physical,再來參觀一個將疫情疾苦勾連政治最狠的，街頭小刊「<壹週刊>」的標題：,physical,organization,False
ORG,美軍,military unit,organization*human,organization,在美國有一類的徵兵方式 – MAVNI，招收具有特殊關鍵技能的合法非移民人士進入<美軍>服,organization,organization,True
GPE,臺灣,human-geographic territorial entity,location*organization,organization,<臺灣>這邊有很多國籍為支那的愛支病重症患者,organization,organization,True
GPE,澳洲,human-geographic territorial entity,location*organization,organization,越南、<澳洲>、紐西蘭是跨太平洋夥伴全面進步協定（CPTPP）的成員；至於泰國，則是有,organization,organization,True
GPE,荷蘭,human-geographic territorial entity,location*organization,dot,翌日的25日，外媒報導說，<荷蘭>與比利時都出現二度感染的患者，其中荷蘭的病例是一個,dot,organization,False
ORG,高鐵,business,producer*product*location,product,假設在新竹好了，<高鐵>也是幾十分鐘就到北部甚至中南部了，,product,product,True
ORG,慈濟,organization,organization*location*human,organization,對於上人跟<慈濟>第一線的師兄姊貢獻,organization,organization,True
ORG,中華郵政,business,producer*product*location,producer,<中華郵政>的金融卡早就可以換新了...綠色鴿子卡比妳這,producer,producer,True
ORG,台灣大學,university,organization*location*human,X,是校方一大考驗。目前公立大學圖書館已有成功大學14日起禁止校外人士入館，<台灣大學>,X,X,True
ORG,國民黨,political party,organization*human,organization,我是說政黨好壞跟支持度不成比例啊，<國民黨>都保底,organization,organization,True
ORG,塔利班,religious organization,organization*human,organization,很明顯<塔利班>還沒搞定自己內部諸多勢力,organization,organization,True
GPE,緬甸,human-geographic territorial entity,location*organization,location,在曼谷蹲點12年，進入<緬甸>採訪毒品相關議題的韋恩（Patrick Winn），著有描寫金三角毒,location,location,True
ORG,德國之聲,mass media,organization*information*physical*human,organization,據《<德國之聲>》報導，示威者絕大多數沒有配戴口罩及維持社交距離，其中部分示威者還,organization,organization,True
ORG,北大,university,organization*location*human,organization,至于韓總，則是加分33%考上東吳的，因為他有職業軍人的身份，考大學能加分，如果不加分，原始分數則是落榜；至于他如何唸北大博士的，也是靠港台澳的身份被優待進<北大>的，這就是一种統戰。如果真的明刀明槍跟大陸學霸們對幹，他能上榜嗎？,organization,organization,True
GPE,荷蘭,human-geographic territorial entity,location*organization,location,不知道他們非荷蘭的居民會不會說<荷蘭>不是國家而是地名,location,dot,False
WORK_OF_ART,諾貝爾和平獎,award,physical*event*human,physical,還敢在挪威威脅人家<諾貝爾和平獎>不能給香港人,dot,physical,False
GPE,淡水,human-geographic territorial entity,location*organization,location,哥經常走關渡大橋往<淡水>與台北這段，尤其又是往淡水最常走,location,location,True
ORG,政大,university,organization*location*human,organization,此事在<政大>學生交流版引發熱烈討論，有學生表示，現實生活哪來什麼武林，這種仗著課,organization,organization,True
ORG,納粹,political party,organization*human,organization,還失敗主義咧 支那和<納粹>才會冠上別人失敗主義,organization,organization,True
GPE,花蓮,human-geographic territorial entity,location*organization,organization,<花蓮>就是要中國式的發展比較對味,organization,location,False
ORG,紐約時報,mass media,organization*information*physical*human,information,時也曾在《<紐約時報>》撰文表示，「川普已經表明，他不具備成為一名優秀三軍統帥的必,information,information,True
PRODUCT,Google,business,producer*product*location,producer,其實不管是Google或蘋果，都因Epic Games在《要塞英雄》遊戲中嵌入自家的支付機制而將它自程式市集中移除，且Epic Games亦同時控告蘋果與Google妨礙市場競爭，但外界認為對<Google>的指控較難成立，因為相較於iOS用戶只能從App Store下載程式，Google允許使用者自開發者網站或第三方市集下載Android程式，較無壟斷疑慮。,producer,producer,True
GPE,台北市,human-geographic territorial entity,location*organization,human,真的<台北市>素質最好選了一個科學家出來科科,human,organization,False
ORG,德軍,military unit,organization*human,organization,原來<德軍>打俄國不完全是因為天氣輸,organization,organization,True
ORG,中研院,educational institution,organization*location*human,organization,酈英傑處長和中研院廖俊智院長討論了美台如何深化公衛合作的各種方式，<中研院>的成就,organization,organization,True
ORG,國軍,military unit,organization*human,human,最近看到新聞說<國軍>反對李登輝葬在國軍公墓,human,organization,False
ORG,家樂福,business,producer*product*location,location,今天逛<家樂福>發現很多人都有戴口罩,location,location,True
GPE,緬甸,human-geographic territorial entity,location*organization,organization,我大臺灣還輪得到你<緬甸>這種下三濫的低賤,organization,organization,True
ORG,清華大學,university,organization*location*human,organization,湖南省第一名狀元畢業後考上<清華大學>的他,organization,organization,True
WORK_OF_ART,和平獎,award,physical*event*human,event,加坡舉行世紀峰會之後，蓋澤與另名挪威官員共同提名川普為<和平獎>候選人。,event,physical,False
ORG,海軍,military unit,organization*human,human,海軍也表示，<海軍>在執行敦睦遠航訓練任務期間，未能做好防疫工作，肇生人員感染新冠,human,human,True
LOC,歐洲,human-geographic territorial entity,location*organization,dot,重點<歐洲>各國政府有在對內宣傳台灣嗎？,dot,organization,False
ORG,慈濟,organization,organization*location*human,organization,是慈濟到處宣傳還是<慈濟>拜託柯文哲講啊？,organization,organization,True
ORG,清大,university,organization*location*human,organization,「只願有天能與你相會在清華園...，」<清大>畢業的核能流言終結者創辦人黃士修回憶，,organization,organization,True
GPE,桃園市,human-geographic territorial entity,location*organization,organization,<桃園市>罷免王浩宇總部今天下午表示，9日在嘖嘖群募平台上架「倒宇天光 全民響應」募,organization,organization,True
ORG,中華航空,business,producer*product*location,producer,<中華航空>跟日本的航空公司故意裝傻，回出發國家（紐西蘭）交人,producer,producer,True
WORK_OF_ART,中國時報,mass media,organization*information*physical*human,organization,<中國時報>：國內醫檢師量能有盤點嗎？醫檢執業人員只有持照者半數不到，有想辦法活化,organization,information,False
GPE,台北市,human-geographic territorial entity,location*organization,organization,看去年<台北市>綠吱有什麼臉說一定禮,organization,organization,True
GPE,波蘭,human-geographic territorial entity,location*organization,organization,捷克跟<波蘭>就衰小在前線要幫德法坦,organization,organization,True
WORK_OF_ART,諾貝爾文學獎,award,physical*event*human,human,但是在 1947 年和 1948 年的時候，他是受到瑞典的文學教授推薦<諾貝爾文學獎>。,?,event,False
GPE,澳洲,human-geographic territorial entity,location*organization,organization,中華隊在這次奧運資格賽首戰以1：0擊敗泰國贏得好彩頭，卻在第2戰面對世界排名第7的地主<澳洲>，以0：7慘敗。中國隊則是到澳洲之後就被整隊隔離，隔離之後的首戰就以6：1大勝泰國，索以中華女足想要在進軍東京奧運路上挺進，10日面對中國就非贏不可。,organization,organization,True
ORG,清華大學,university,organization*location*human,organization,<清華大學>就這樣被評為世界一流大學讓許多人吃驚。一位網友批評：“國家性的排名應該由,organization,organization,True
ORG,哈佛大學,university,organization*location*human,organization,1991年到<哈佛大學>任教的利伯教授，在該大學主持「利伯研究小組」，主導納米研究。他開發新的化學敏感顯微鏡，用於探測納米和分子級的有機和生物材料。他的作品獲得了幾十個獎項，包括2019羅伯特韋爾奇化學獎（Robert A. Welch Award in Chemistry）以及2017年美國國立衛生研究院指導先鋒獎（Director’s Pioneer Award）等。,organization,organization,True
ORG,清大,university,organization*location*human,organization,因為<清大>已經跟香香的竹教合併了，交大旁邊打手槍,organization,organization,True
ORG,中國國民黨,political party,organization*human,organization,做不到那選民進黨幹嘛？如果從黨外時代就一直努力爭取民主自由甚至被關黑牢被殺全家都沒資格調查真相，那是要屠殺一整個世代台灣菁英的<中國國民黨>才夠格嗎？別笑死了，轉型正義或許很難，尤其在歷史被層層掩蓋又有利益共犯結構的情況下，但至少一直有人試圖繼續努力調查追究，難道要交給永遠不懂什麼叫轉型正義的加害者才對？什麼叫做「現在好好的，管他過去幹嘛」，一堆人無辜慘死沒有真相、加害者升官發財後代資源用不完出生就自耕農世代繼承侵占來的財產土地，管他過去幹嘛？是忘記了，還是害怕想起來？,organization,organization,True
ORG,中國人民解放軍,military unit,organization*human,organization,<中國人民解放軍>的陸軍連美軍都不想正面對決更何況,organization,organization,True
GPE,南韓,human-geographic territorial entity,location*organization,organization,<南韓>聯合參謀本部3日指出，非軍事區（DMZ）內中部戰線江原道鐵原郡第3師團所在的監視哨所（GP）約於今晨7時41分（台灣時間6時41分）左右無預警遭北韓發射的數枚槍彈擊中，所幸無人員傷亡，裝備也無損傷。,organization,organization,True
ORG,中山大學,university,organization*location*human,organization,，以<中山大學>過去所奠基的能量以及師生校友於現在與未來的表現，相信一定能夠繼續獲,organization,organization,True
ORG,鴻海,business,producer*product*location,producer,為由開除他，卻沒說明謝男不來開會造成<鴻海>何種具體損害，反而是鴻海人資單位回信給,producer,producer,True
ORG,中山大學,university,organization*location*human,organization,全台灣人都應該知道<中山大學>在搞什麼,organization,organization,True
GPE,法國,human-geographic territorial entity,location*organization,organization,<法國>召見中國大使抗議中國在法國大外宣,organization,organization,True
ORG,鴻海,business,producer*product*location,producer,<鴻海>也持續布局口罩生產。先前鴻海低調證實，3月中旬鴻海旗下鴻騰六零八八精密（,producer,producer,True
WORK_OF_ART,聖經,work of art,information*physical,information,還聽過激進傳教的人用<聖經>去說原PO這種人不符合教義呢,information,information,True
ORG,高鐵,business,producer*product*location,producer,<高鐵>表示，一旦發現違規搭乘案例，除將立即通報鐵路警察及衛生單位外，也會於第一時,producer,producer,True
GPE,桃園,human-geographic territorial entity,location*organization,organization,鐵路警察李承翰執勤遭鄭姓凶嫌刺死，嘉義地院以鄭有精神障礙今判無罪，<桃園>市長鄭文,organization,organization,True
ORG,哈佛大學,university,organization*location*human,organization,譯Sherlock Biosciences），採用任職於<哈佛大學>與麻省理工大學共同創立的布洛德研究,organization,organization,True
GPE,桃園,human-geographic territorial entity,location*organization,location,笑死 這個發生在<桃園>早就被打成核子彈爆炸了,location,location,True
GPE,荷蘭,human-geographic territorial entity,location*organization,human,他說，1624年荷蘭人來台，平埔族赤崁社社地讓與<荷蘭>蓋普羅民遮城（現赤崁樓），它和,human,organization,False
ORG,吉野家,business,producer*product*location,producer,(提醒大家，不要用台灣吉野家來看日本<吉野家>喔，,producer,producer,True
ORG,輔大,university,organization*location*human,organization,所以讀<輔大>的大多都有強烈考研洗學歷的慾望,organization,organization,True
ORG,小米,business,producer*product*location,producer,很多人用一邊用<小米>手機一邊看簡體字就會暴怒 請習慣,producer,producer,True
WORK_OF_ART,金馬獎,award,physical*event*human,event,另一方面，由於<金馬獎>規定曾經報名之影片，不得以任何理由或不同版本重複報名，,event,event,True
PRODUCT,特斯拉,business,producer*product*location,product,最新採購兩輛<特斯拉>電動車的憲兵指揮部曾表示，此案承行政院「推展經濟能源政策」進,product,product,True
ORG,民進黨,political party,organization*human,organization,<民進黨>現在還在用嘴巴說停權的階段而已耶,organization,organization,True
GPE,烏克蘭,human-geographic territorial entity,location*organization,location,他說他除了要付<烏克蘭>的機票之外,location,location,True
ORG,蘋果,business,producer*product*location,producer,另一方面，蘋果對於被Epic Games指控妨礙市場競爭一事，蘋果也在21日向法院提出了回應，指出Epic Games在這幾年享盡了<蘋果>App Store所提供的好處，卻不願遵守App Store的規範，其實Epic Games只要修正程式就好了,producer,producer,True
ORG,中國共產黨,political party,organization*human,organization,我不會說台派就跟<中國共產黨>一樣,organization,organization,True
